1  0
2  3e-06
3  0
4  1e-06
5  0
6  1e-06
7  1e-06
8  1e-06
9  2e-06
10  3e-06
11  4e-06
12  7e-06
13  1e-05
14  1.6e-05
15  2.7e-05
16  4.3e-05
17  6.9e-05
18  0.000113
19  0.000182
20  0.000311
21  0.000513
22  0.000804
23  0.001284
24  0.002031
25  0.003375
26  0.005635
27  0.008657
28  0.014402
29  0.022788
30  0.036545
31  0.059636
32  0.095524
33  0.154958
34  0.249566
35  0.405646
36  0.675688
37  1.08945
38  1.72672
39  2.77133
40  4.99409
41  7.36708
42  11.8289
43  20.3255
44  31.1388
45  56.0681

