1  2.3e-05
100000000000001  5e-05
200000000000001  4.8e-05
300000000000001  4.8e-05
400000000000001  5e-05
500000000000001  5e-05
600000000000001  4.9e-05
700000000000001  5.2e-05
800000000000001  5e-05
900000000000001  4.9e-05
1000000000000001  5.1e-05
1100000000000001  4.9e-05
1200000000000001  5.3e-05
1300000000000001  4.3e-05
1400000000000001  4.3e-05
1500000000000001  4.2e-05
1600000000000001  4.2e-05
1700000000000001  3.8e-05
1800000000000001  4.1e-05
1900000000000001  3.9e-05
2000000000000001  4.3e-05
2100000000000001  4.2e-05
2200000000000001  4.1e-05
2300000000000001  4.4e-05
2400000000000001  4.2e-05
2500000000000001  4.2e-05
2600000000000001  4.3e-05
2700000000000001  4.3e-05
2800000000000001  4.5e-05
2900000000000001  4.3e-05
3000000000000001  4.3e-05
3100000000000001  4.5e-05
3200000000000001  4.4e-05
3300000000000001  4.3e-05
3400000000000001  4e-05
3500000000000001  4.3e-05
3600000000000001  4.1e-05
3700000000000001  4.1e-05
3800000000000001  3.9e-05
3900000000000001  4.4e-05
4000000000000001  4.3e-05
4100000000000001  4.2e-05
4200000000000001  4.3e-05
4300000000000001  4.1e-05
4400000000000001  4.3e-05
4500000000000001  4.6e-05
4600000000000001  4.5e-05
4700000000000001  4e-05
4800000000000001  4.3e-05
4900000000000001  4.1e-05
5000000000000001  4.3e-05
5100000000000001  4.2e-05
5200000000000001  4.4e-05
5300000000000001  4.3e-05
5400000000000001  4.4e-05
5500000000000001  4.2e-05
5600000000000001  4.6e-05
5700000000000001  4.1e-05
5800000000000001  4.3e-05
5900000000000001  4.2e-05
6000000000000001  4.4e-05
6100000000000001  4.4e-05
6200000000000001  4.5e-05
6300000000000001  4.1e-05
6400000000000001  4.5e-05
6500000000000001  4.4e-05
6600000000000001  4.4e-05
6700000000000001  4.7e-05
6800000000000001  4e-05
6900000000000001  4.2e-05
7000000000000001  4.4e-05
7100000000000001  4.3e-05
7200000000000001  7.1e-05
7300000000000001  4.5e-05
7400000000000001  4.2e-05
7500000000000001  4.4e-05
7600000000000001  4.1e-05
7700000000000001  4.4e-05
7800000000000001  4.5e-05
7900000000000001  4e-05
8000000000000001  4.5e-05
8100000000000001  4.3e-05
8200000000000001  4.3e-05
8300000000000001  4.5e-05
8400000000000001  4.3e-05
8500000000000001  4.8e-05
8600000000000001  4.3e-05
8700000000000001  4.4e-05
8800000000000001  4.4e-05
8900000000000001  4.2e-05
9000000000000001  4.7e-05
9100000000000001  4.4e-05
9200000000000001  4.7e-05
9300000000000001  4.2e-05
9400000000000001  4.1e-05
9500000000000001  4.3e-05
9600000000000001  4.4e-05
9700000000000001  4.3e-05
9800000000000001  4.2e-05
9900000000000001  4.6e-05
10000000000000001  4.4e-05
10100000000000001  4.3e-05
10200000000000001  4.3e-05
10300000000000001  4.5e-05
10400000000000001  4.5e-05
10500000000000001  4.2e-05
10600000000000001  4.3e-05
10700000000000001  4.3e-05
10800000000000001  4.5e-05
10900000000000001  4.3e-05
11000000000000001  4.2e-05
11100000000000001  4.3e-05
11200000000000001  4.6e-05
11300000000000001  4.2e-05
11400000000000001  4.2e-05
11500000000000001  4.4e-05
11600000000000001  4.4e-05
11700000000000001  4.3e-05
11800000000000001  4.3e-05
11900000000000001  4.4e-05
12000000000000001  4.6e-05
12100000000000001  4.4e-05
12200000000000001  4.5e-05
12300000000000001  4.5e-05
12400000000000001  4.7e-05
12500000000000001  4.3e-05
12600000000000001  4.3e-05
12700000000000001  4.3e-05
12800000000000001  4.6e-05
12900000000000001  4.5e-05
13000000000000001  4.5e-05
13100000000000001  4.4e-05
13200000000000001  4.4e-05
13300000000000001  4.3e-05
13400000000000001  4.8e-05
13500000000000001  4.6e-05
13600000000000001  4.1e-05
13700000000000001  4.3e-05
13800000000000001  4.2e-05
13900000000000001  4.4e-05
14000000000000001  4.5e-05
14100000000000001  4.2e-05
14200000000000001  4.5e-05
14300000000000001  4.3e-05
14400000000000001  4.3e-05
14500000000000001  4.4e-05
14600000000000001  4.6e-05
14700000000000001  4.3e-05
14800000000000001  4.3e-05
14900000000000001  4.5e-05
15000000000000001  4.4e-05
15100000000000001  4.5e-05
15200000000000001  4.1e-05
15300000000000001  4.3e-05
15400000000000001  4.6e-05
15500000000000001  4.3e-05
15600000000000001  4.5e-05
15700000000000001  4.5e-05
15800000000000001  5.7e-05
15900000000000001  5.9e-05
16000000000000001  4.6e-05
16100000000000001  4.4e-05
16200000000000001  4.5e-05
16300000000000001  4.5e-05
16400000000000001  4.4e-05
16500000000000001  4.5e-05
16600000000000001  4.6e-05
16700000000000001  4.8e-05
16800000000000001  4.5e-05
16900000000000001  4.3e-05
17000000000000001  4.4e-05
17100000000000001  4.2e-05
17200000000000001  4.3e-05
17300000000000001  4.4e-05
17400000000000001  4.4e-05
17500000000000001  4.3e-05
17600000000000001  4.4e-05
17700000000000001  4.3e-05
17800000000000001  4.3e-05
17900000000000001  4.6e-05
18000000000000001  4.8e-05
18100000000000001  5.8e-05
18200000000000001  4.8e-05
18300000000000001  4.6e-05
18400000000000001  5.2e-05
18500000000000001  4.6e-05
18600000000000001  4.7e-05
18700000000000001  4.8e-05
18800000000000001  4.5e-05
18900000000000001  4.6e-05
19000000000000001  4.8e-05
19100000000000001  5e-05
19200000000000001  5.2e-05
19300000000000001  6.6e-05
19400000000000001  7.1e-05
19500000000000001  6.9e-05
19600000000000001  7.1e-05
19700000000000001  7.3e-05
19800000000000001  7.3e-05
19900000000000001  7.6e-05
20000000000000001  6.7e-05
20100000000000001  5.2e-05
20200000000000001  4.7e-05
20300000000000001  4.7e-05
20400000000000001  4.8e-05
20500000000000001  4.6e-05
20600000000000001  4.9e-05
20700000000000001  4.7e-05
20800000000000001  5e-05
20900000000000001  4.6e-05
21000000000000001  4.6e-05
21100000000000001  4.8e-05
21200000000000001  4.8e-05
21300000000000001  5e-05
21400000000000001  4.7e-05
21500000000000001  4.8e-05
21600000000000001  4.9e-05
21700000000000001  4.6e-05
21800000000000001  4.7e-05
21900000000000001  4.8e-05
22000000000000001  4.6e-05
22100000000000001  4.8e-05
22200000000000001  4.8e-05
22300000000000001  5.1e-05
22400000000000001  5.2e-05
22500000000000001  5.1e-05
22600000000000001  4.7e-05
22700000000000001  4.8e-05
22800000000000001  4.7e-05
22900000000000001  5.1e-05
23000000000000001  5.7e-05
23100000000000001  5.2e-05
23200000000000001  5.4e-05
23300000000000001  0.000137
23400000000000001  5.1e-05
23500000000000001  4.7e-05
23600000000000001  5.1e-05
23700000000000001  4.7e-05
23800000000000001  6.2e-05
23900000000000001  4.4e-05
24000000000000001  4.8e-05
24100000000000001  4.5e-05
24200000000000001  4.8e-05
24300000000000001  4.5e-05
24400000000000001  4.7e-05
24500000000000001  4.9e-05
24600000000000001  4.8e-05
24700000000000001  4.6e-05
24800000000000001  9.2e-05
24900000000000001  4.4e-05
25000000000000001  4.7e-05
25100000000000001  4.5e-05
25200000000000001  4.5e-05
25300000000000001  4.5e-05
25400000000000001  4.8e-05
25500000000000001  4.5e-05
25600000000000001  4.7e-05
25700000000000001  4.5e-05
25800000000000001  4.8e-05
25900000000000001  4.6e-05
26000000000000001  6.9e-05
26100000000000001  4.8e-05
26200000000000001  4.7e-05
26300000000000001  5e-05
26400000000000001  4.8e-05
26500000000000001  4.5e-05
26600000000000001  4.5e-05
26700000000000001  4.6e-05
26800000000000001  5.1e-05
26900000000000001  4.6e-05
27000000000000001  4.9e-05
27100000000000001  4.5e-05
27200000000000001  4.4e-05
27300000000000001  4.6e-05
27400000000000001  4.5e-05
27500000000000001  4.6e-05
27600000000000001  4.6e-05
27700000000000001  4.3e-05
27800000000000001  4.7e-05
27900000000000001  4.8e-05
28000000000000001  5.9e-05
28100000000000001  4.3e-05
28200000000000001  4.4e-05
28300000000000001  4.4e-05
28400000000000001  4.6e-05
28500000000000001  4.2e-05
28600000000000001  4.4e-05
28700000000000001  4.8e-05
28800000000000001  4.5e-05
28900000000000001  4.3e-05
29000000000000001  4.5e-05
29100000000000001  4.7e-05
29200000000000001  4.8e-05
29300000000000001  4.4e-05
29400000000000001  4.4e-05
29500000000000001  4.8e-05
29600000000000001  4.3e-05
29700000000000001  4.6e-05
29800000000000001  4.6e-05
29900000000000001  4.5e-05
30000000000000001  4.5e-05
30100000000000001  4.8e-05
30200000000000001  4.5e-05
30300000000000001  4.3e-05
30400000000000001  4.3e-05
30500000000000001  4.4e-05
30600000000000001  4.3e-05
30700000000000001  4.5e-05
30800000000000001  7.4e-05
30900000000000001  5.8e-05
31000000000000001  4.4e-05
31100000000000001  4.4e-05
31200000000000001  4.6e-05
31300000000000001  4.5e-05
31400000000000001  4.5e-05
31500000000000001  4.6e-05
31600000000000001  4.2e-05
31700000000000001  4.6e-05
31800000000000001  4.8e-05
31900000000000001  4.4e-05
32000000000000001  4.7e-05
32100000000000001  4.3e-05
32200000000000001  4.6e-05
32300000000000001  4.5e-05
32400000000000001  4.5e-05
32500000000000001  4.6e-05
32600000000000001  4.7e-05
32700000000000001  4.3e-05
32800000000000001  4.5e-05
32900000000000001  4.3e-05
33000000000000001  4.7e-05
33100000000000001  4.3e-05
33200000000000001  4.7e-05
33300000000000001  4.5e-05
33400000000000001  4.9e-05
33500000000000001  4.5e-05
33600000000000001  4.6e-05
33700000000000001  4.7e-05
33800000000000001  4.4e-05
33900000000000001  4.7e-05
34000000000000001  4.5e-05
34100000000000001  4.6e-05
34200000000000001  4.2e-05
34300000000000001  4.7e-05
34400000000000001  4.4e-05
34500000000000001  4.3e-05
34600000000000001  4.4e-05
34700000000000001  4.7e-05
34800000000000001  4.5e-05
34900000000000001  4.8e-05
35000000000000001  4.3e-05
35100000000000001  4.7e-05
35200000000000001  4.5e-05
35300000000000001  4.4e-05
35400000000000001  4.4e-05
35500000000000001  4.6e-05
35600000000000001  4.4e-05
35700000000000001  4.8e-05
35800000000000001  4.8e-05
35900000000000001  4.7e-05
36000000000000001  4.9e-05
36100000000000001  4e-05
36200000000000001  4.5e-05
36300000000000001  4.4e-05
36400000000000001  4.6e-05
36500000000000001  4.5e-05
36600000000000001  4.3e-05
36700000000000001  4.4e-05
36800000000000001  4.8e-05
36900000000000001  4.2e-05
37000000000000001  4.5e-05
37100000000000001  4.4e-05
37200000000000001  4.4e-05
37300000000000001  4.2e-05
37400000000000001  4.4e-05
37500000000000001  4.3e-05
37600000000000001  4.4e-05
37700000000000001  4.4e-05
37800000000000001  4.3e-05
